,Mkt-RF,SMB,HML,RMW,CMA,RF,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
196504,3.11,1.18,0.71,0.26,-2.3,0.31,3.3757,4.8607,5.2017,4.0676,4.6019,0.0003,4.8277,4.2246,4.7033,5.142,2.8021,3.0068,4.3179,3.5262,6.7989,2.5424,2.9329,4.6715,4.3912,2.6447,4.5926,1.8495,2.1106,2.1037,4.333
196505,-0.77,0.06,-1.63,-0.37,0.7,0.31,-0.597,-2.3215,-1.1429,-0.4232,-1.2693,1.2679,-0.8293,-1.1878,-0.3296,-2.1589,-0.4077,0.5983,-1.482,-0.8103,-0.58,-1.055,-0.0272,-0.9491,-0.3614,-3.3105,-0.726,0.9427,-0.2344,-0.5163,-3.5541
196506,-5.51,-4.3,0.55,0.12,0.41,0.35,-12.4001,-10.7627,-9.4745,-8.0205,-9.5674,-10.3844,-8.3678,-8.9351,-8.3303,-8.2892,-6.9572,-9.3673,-8.4419,-8.7327,-8.3849,-6.1574,-6.9212,-8.1461,-8.6617,-8.9668,-4.4268,-3.5824,-4.9769,-3.633,-5.4288
196507,1.43,1.07,2.18,-1.44,-0.02,0.31,2.4449,3.7103,3.2169,2.29,4.3431,3.7099,1.3543,2.8801,3.7322,4.29,1.3893,4.5165,2.5087,4.5198,4.6479,2.6464,3.1032,4.1814,2.6199,5.7876,1.5245,-0.0437,1.8876,3.8748,5.0599
196508,2.73,2.72,-0.96,2.06,-0.76,0.33,2.9082,5.4828,5.3181,3.8041,3.9318,7.3129,3.9586,5.1523,4.4534,4.0995,8.1482,5.0451,7.6512,3.7178,5.9122,4.0819,4.0195,5.3362,3.0665,4.341,3.2621,1.3557,3.4901,1.1232,2.3953
196509,2.86,0.61,-0.1,-0.97,0.82,0.31,3.08,6.1964,1.4997,3.9392,3.1465,5.3879,3.7244,2.9823,4.8743,2.9238,2.5589,4.2967,2.4364,5.0407,4.6487,3.8354,3.7313,1.2301,2.9785,3.8306,3.9272,2.3223,2.476,3.5201,3.2515
196510,2.6,3.43,1.52,1.27,-0.76,0.31,5.9712,9.2586,6.0287,5.6348,9.055,4.5444,6.1471,4.2759,5.3932,5.3798,4.5113,4.8264,5.6789,5.541,5.1048,4.3061,3.1809,2.9277,4.4173,7.8738,3.1384,0.2669,3.0514,4.4222,5.4816
196511,-0.03,5.2,0.21,-1.09,-0.9,0.35,3.5853,6.738,2.4335,8.0918,6.6297,1.4377,5.5811,4.2575,5.4318,4.048,3.5356,3.3836,5.2857,2.8337,2.6488,3.5229,2.8138,3.3691,1.148,6.0764,-0.3037,-1.8517,1.255,-1.2821,-2.275
196512,1.01,2.65,1.95,-1.24,-0.45,0.33,6.4061,7.3525,2.344,3.8728,4.9632,3.6686,5.0612,3.9601,2.3878,7.3704,2.7818,1.328,4.0189,1.5988,5.6335,1.3034,1.3391,1.6231,4.3141,4.7832,1.0103,-0.2053,1.2605,2.7992,2.9558
196601,0.72,4.72,3.49,-2.84,-0.07,0.38,5.8757,6.1252,8.4953,9.5804,9.2611,4.8531,5.5152,5.2212,5.3198,6.4047,4.1093,2.8438,2.9188,4.5832,6.0148,0.6698,2.0493,4.9538,4.2498,5.7043,-0.3719,-0.6373,1.7297,3.0563,3.4997
196602,-1.21,4.86,0.27,-0.16,-1.44,0.35,6.4919,6.1003,1.7637,4.6412,6.1313,4.8901,5.386,1.9583,-0.2085,3.5297,-0.1237,1.8587,4.3132,2.4861,2.9023,2.2571,-1.573,0.6434,0.6801,3.5463,-1.3268,-2.2691,-1.6922,-1.9663,-2.0557
196603,-2.51,0.22,-2.07,1.34,-0.01,0.38,0.4302,-0.4055,-2.2779,-0.8356,-1.1006,0.1883,-1.7233,-2.4526,-3.6285,-1.557,-1.7207,-4.7081,-2.3592,-3.3801,-3.7122,0.0488,-1.3941,-3.2976,-2.5368,-4.2177,-1.474,-3.4162,-1.0924,-2.1509,-4.5021
196604,2.14,3.38,-0.54,0.44,-0.91,0.34,10.5139,4.6831,5.8429,6.9314,3.8781,2.7326,5.1946,3.6853,7.7015,8.7953,3.8115,4.0488,3.127,4.3838,2.4018,4.0802,2.4861,3.4612,4.8273,0.3389,2.1117,1.8738,1.2218,2.4061,1.9991
196605,-5.66,-5.19,-1.55,1.69,-1.52,0.41,-12.3013,-13.3738,-10.3573,-10.7611,-11.7866,-9.7592,-10.0972,-8.7631,-10.0317,-9.1777,-6.2935,-7.0317,-7.6381,-10.5574,-9.4822,-5.0816,-5.1564,-6.7096,-8.8227,-10.7558,-4.1889,-3.8667,-4.7328,-5.5063,-5.4507
196606,-1.44,1.34,0.5,0.05,0.8,0.38,-0.6824,-0.2759,1.071,1.5448,0.3766,1.3324,0.4358,-0.0637,-0.6477,0.2485,0.3944,-0.5198,2.6905,-0.3626,-0.683,-0.8593,-0.3602,0.0017,3.4268,-0.0842,-1.9986,-1.4809,-0.689,0.8559,-0.6948
196607,-1.63,-0.5,0.96,-0.46,1.78,0.35,-2.1739,-1.751,-2.3778,0.0135,-1.0599,-3.1657,-2.3341,-0.729,-1.6938,-1.6869,-1.0345,-2.0679,-0.6466,-0.7935,-1.4238,-0.8236,-1.3688,-2.0464,-2.697,-2.3773,-1.6864,-1.4936,-0.6138,0.9135,-1.326
196608,-7.91,-3.03,0.47,0.06,0.77,0.41,-11.9646,-10.5214,-9.9631,-11.0473,-10.4161,-12.7672,-10.143,-9.3653,-9.6835,-10.9118,-10.6818,-8.6482,-7.9789,-9.942,-8.6292,-9.3873,-7.6617,-7.9129,-6.9637,-9.4044,-7.1873,-8.7472,-5.7046,-6.1912,-7.9624
196609,-1.06,-1.19,0.53,-1.66,2.5,0.4,-2.0164,-1.8402,-1.8161,-1.9233,-1.2181,-1.8183,0.9079,-2.2521,-1.819,-2.0855,-2.1949,-4.3174,0.4292,-0.1997,-1.2755,-1.0739,0.1546,-1.2518,-3.2299,-0.3762,-1.3094,1.0071,0.4795,0.2753,-1.6179
196610,3.86,-6.53,2.87,-3.64,4.28,0.45,-8.0065,-4.7175,-4.4987,-1.1373,-1.416,-5.364,-0.824,-0.8158,0.3173,-0.21,-1.8702,1.4897,3.2466,4.9836,1.6575,0.3109,4.953,3.8079,3.7496,1.9296,2.9392,5.625,9.2021,6.2743,6.5077
196611,1.4,3.37,-4.46,4.18,-6.53,0.4,8.4391,3.5803,4.7042,2.4402,3.589,7.7597,3.0753,7.4347,1.9298,2.6885,9.3354,6.4773,1.1391,4.5771,0.637,8.618,1.2966,1.4545,2.0443,0.7892,3.6719,1.9047,-2.5331,-1.4293,-1.0731
196612,0.13,1.93,-1.22,0.68,-0.13,0.4,4.1887,2.6142,2.5021,0.8137,0.2328,4.7503,3.4576,0.9245,2.243,0.6964,3.1883,3.7043,0.4487,3.1068,-0.4132,2.9634,2.3162,1.6444,3.6156,1.953,-0.871,0.0758,1.4591,-0.1425,-0.1227
196701,8.15,9,2.22,0.62,-2.98,0.43,20.5686,20.1184,19.5247,20.6142,17.4187,16.9665,16.444,17.6109,17.3934,20.4686,16.9832,14.4911,12.1993,13.1637,14.3448,9.778,6.68,10.7449,11.2193,13.5276,7.7322,7.0965,4.8745,7.8591,13.7899
196702,0.78,3.03,-2.17,1.93,-0.94,0.36,7.3009,5.3938,5.2832,4.4799,5.9275,3.2454,2.8425,1.2934,3.2515,1.6492,1.9406,2.0415,1.9312,0.7805,0.887,2.9131,-0.4038,-0.2011,1.0839,0.2107,2.3014,0.667,-0.7874,-0.8658,-1.33
196703,3.99,1.91,0.31,0.9,-1.51,0.39,7.1692,6.1509,4.9988,7.51,5.2425,6.8662,6.1629,7.1679,6.5706,6.2631,5.6319,5.3637,4.6457,8.3173,4.075,5.7894,4.2717,5.9142,4.3024,5.977,4.2598,3.0891,3.1531,4.6729,5.3175
196704,3.89,0.46,-2.64,2.44,-3.75,0.32,6.7813,4.2416,3.4974,4.0327,3.5775,3.2009,4.0422,5.0639,3.9044,3.3418,5.5552,4.4402,2.9887,5.3865,2.8081,6.6606,2.9818,4.09,3.5137,2.8157,6.8866,2.8402,0.1138,3.5468,1.7638
196705,-4.33,2.37,0.8,-1.75,1.61,0.33,0.2259,0.7148,-0.8453,-0.9907,-0.6344,-1.2816,0.6486,0.4954,-2.6295,-3.57,-3.0619,-1.8975,-1.8854,-0.2384,-1.9758,-2.2254,-0.545,-2.1452,-1.0689,-0.6484,-5.6526,-4.2053,-4.0482,-3.703,-3.6596
196706,2.41,6.47,0.96,-0.63,-2.38,0.27,15.7613,9.3533,12.5508,12.1768,10.1779,10.2446,6.8181,6.9293,9.4103,5.9872,5.3568,8.1879,4.1933,5.1106,3.4548,3.1082,2.3217,3.6678,6.7072,6.1274,1.4221,0.3958,1.6194,2.8988,3.0943
196707,4.58,3.48,2.65,0.51,2.73,0.31,9.3213,9.6497,10.0437,7.6255,11.8277,6.1726,6.6112,9.3847,9.4111,8.4125,5.3805,4.9914,5.8998,7.2319,11.5789,4.791,4.6581,5.0812,7.2256,9.0224,4.4462,5.6367,2.1142,5.8685,6.4583
196708,-0.89,0.76,1.46,0.42,1.4,0.31,-0.7086,0.5643,0.4005,0.1612,2.0907,-1.183,-1.4183,0.6346,0.5057,1.106,-3.0349,0.7716,1.3193,1.2959,-0.2848,-0.9087,-0.97,-0.6906,1.1208,3.797,-0.5742,-1.0246,-1.5269,0.4557,1.338
196709,3.11,2.46,-2.47,0.22,-0.96,0.32,11.7646,10.2082,8.2414,7.6413,4.8732,5.1037,6.1175,7.1483,5.5241,3.1091,5.661,1.7213,2.8866,4.6168,2.5388,3.7335,1.5415,2.2649,3.6498,0.4076,3.8,3.1463,3.2577,1.6223,0.2472
196710,-3.09,0.46,-3.39,0.81,-2.57,0.39,1.8018,-4.1665,-1.6472,-1.4905,-2.6636,-0.7706,-2.35,0.8625,-3.061,-5.0654,-3.5044,-1.0823,-3.6131,-3.0467,-2.4311,-4.4791,-5.4962,-5.2467,-2.6744,-5.2857,-0.2537,-4.0214,-2.6988,-6.1454,-6.5113
196711,0.37,-0.05,-1.71,1.29,-2.29,0.36,-1.0996,3.8612,-1.2548,-1.3378,-1.1192,1.0889,0.6125,2.9155,-0.0186,0.1165,2.6918,0.8272,0.7324,-0.3624,-0.7424,3.4448,0.3703,-0.1674,-0.0031,-0.6812,1.32,0.2806,0.1767,-0.5451,0.0559
196712,3.05,5.76,-0.39,-0.65,0.04,0.33,13.1287,10.4477,8.5964,9.5442,10.1156,12.4045,6.4006,9.0703,7.3106,9.125,7.7035,5.6646,5.4538,5.1231,7.4425,1.3426,2.7476,4.6684,4.6825,3.709,1.9513,3.0452,2.2363,5.5944,2.7927
196801,-4.06,4.48,4.75,-4.58,6.45,0.4,3.1407,2.3206,3.2516,3.3436,5.9703,-4.5761,-1.9196,-0.4451,1.1395,2.6246,-6.8746,-0.703,-0.7495,-0.6193,2.7128,-7.9332,0.1611,-2.8567,0.1027,-0.425,-6.2775,-5.8491,0.5939,-2.2794,-3.855
196802,-3.75,-2.92,1.17,-0.14,2.48,0.39,-10.1,-7.1171,-5.3246,-6.9681,-5.6171,-6.9186,-6.3106,-8.8008,-3.5935,-5.6686,-6.9043,-3.9291,-2.9957,-2.3938,-4.5834,-5.4143,-3.4605,-2.7903,-5.2426,-3.8256,-3.0151,-2.2141,-2.0767,-3.2545,-1.8996
196803,0.2,-1.52,-0.59,1.17,-1.15,0.38,-1.5197,0.0232,-0.3408,-2.0353,-0.0808,-0.386,-1.9529,-0.0514,-1.2807,-0.6398,1.9985,-0.4008,-2.4207,0.8087,-0.2267,0.4924,-0.1914,-1.2109,0.2816,-0.2883,3.0891,-1.3752,-0.3272,-1.7868,2.0264
196804,9.05,6.25,-1.03,2.79,-3.66,0.43,21.5666,17.4982,16.2498,16.4295,15.7733,18.9887,12.9114,17.9531,11.9895,12.7965,16.1637,12.1024,8.3798,10.2172,18.0481,12.6664,7.3196,8.309,13.0055,11.6528,10.7421,7.3968,3.3058,9.4085,10.5079
196805,2.28,7.02,0.84,0.39,-1.85,0.45,10.7482,12.4771,10.6645,12.0171,11.7637,11.9163,7.9911,8.4496,7.3113,7.2448,8.7985,4.7084,4.8387,5.0905,6.9574,4.5846,4.6463,3.0181,2.7047,6.1608,2.2627,1.2638,-0.8041,-0.9839,4.6471
196806,0.69,-0.28,0.67,-1.33,2.65,0.43,-1.084,0.1315,1.6821,1.7411,0.1484,-1.1427,1.8703,-1.5643,1.7963,0.2819,-2.0214,3.3803,3.4887,1.6929,1.4674,-0.0312,4.0097,3.9297,2.7757,-2.1339,-0.0783,0.6179,4.1751,3.1761,-1.5962
196807,-2.72,-1.32,5.48,-2.97,3.59,0.48,-4.8989,-4.5797,-3.7324,-1.5152,0.8688,-8.8661,-3.9716,-2.2381,-0.0429,-0.2864,-5.7496,-3.8787,-3.5752,-0.9185,-0.1877,-5.5251,-3.6825,-4.1357,-1.3642,-2.2117,-5.2814,-0.9731,2.2888,0.928,1.1425
196808,1.34,2.29,1,-0.66,0.42,0.42,4.5358,5.7899,4.8567,4.0979,4.7684,1.5708,3.3793,3.8146,1.2756,7.0846,3.1169,3.3219,2.7778,2.5291,4.959,1.6918,1.2835,1.9543,2.1697,3.0816,1.103,0.6809,1.7895,1.6543,2.8958
196809,4.03,2.78,0.24,-2,0.89,0.43,7.1571,8.4775,6.9346,5.9413,6.2607,7.0893,6.1265,7.1712,6.181,6.2715,7.1396,6.7986,3.3927,6.0255,6.3787,6.9308,6.0995,4.7209,6.7984,5.9042,2.0355,5.2998,2.315,4.2542,8.3027
196810,0.42,-0.42,2.89,-1.35,2.79,0.44,-2.0509,-0.0284,1.4029,0.6471,1.6519,-0.3053,0.775,1.8289,2.3727,0.948,-0.0979,2.5536,3.1274,2.5558,0.8152,-0.1166,0.5221,2.4105,0.7953,2.6068,-1.7441,2.1418,1.8832,3.7535,1.1467
196811,5.43,2.4,-0.9,0.49,-2.5,0.42,6.7527,7.7,6.4961,6.5934,6.9625,10.0842,9.0626,8.3338,8.9307,5.8823,8.4636,7.1643,7.9646,9.7545,7.7339,6.9554,7.7781,7.3314,7.2179,8.3577,6.2652,3.0015,5.7139,4.537,3.8015
196812,-3.94,3.58,0.02,-1.73,1.66,0.43,4.0713,2.3431,0.6897,-0.2465,0.5304,-0.1048,0.5679,-1.4457,-3.0443,-3.5367,-2.6565,-4.0087,-1.3347,0.2336,-2.8746,-4.0227,-4.3659,-4.2761,-1.4502,-0.641,-5.3369,-4.4008,-3.157,-3.461,-3.0284
196901,-1.25,-0.46,1.69,-1.56,1.38,0.53,-0.5288,-2.1183,-1.9265,-1.3137,-1.3131,-2.6921,-0.9995,-1.5233,1.2578,0.6382,-3.3241,-1.1184,-0.5219,-1.1641,-1.2081,-2.1842,0.1465,0.0071,-0.2821,1.2718,-2.1518,-0.4327,0.8018,-0.3636,1.6207
196902,-5.84,-4.12,0.9,2.14,0.79,0.46,-12.3778,-10.726,-9.0526,-8.6709,-8.7759,-11.0517,-8.1595,-4.9194,-7.1111,-7.4439,-9.1695,-8.4117,-6.076,-7.0594,-5.7926,-8.1691,-7.4832,-4.9699,-7.2058,-8.7325,-3.3489,-3.1052,-5.0873,-4.6013,-6.2234
196903,2.64,-0.39,-0.46,-1.31,-0.41,0.46,3.1292,2.4655,3.5593,4.1551,2.3585,4.2281,1.6875,2.1416,0.3812,5.4086,2.1036,2.6358,0.8656,2.5524,2.7419,4.647,-2.0836,2.4841,1.6877,3.5591,4.221,2.8972,3.7085,1.9452,4.9125
196904,1.46,-0.83,0.03,0.36,0.08,0.53,1.0512,-0.4918,0.9962,2.4926,0.0236,1.5504,1.1246,1.0608,-0.5481,4.6764,2.4349,0.1242,0.325,2.0859,0.4834,2.8737,2.3272,0.4506,-0.5986,1.7164,3.7241,1.1637,0.8682,3.0219,0.8245
196905,-0.1,-0.18,0.73,-0.92,1.51,0.48,1.0264,0.8101,1.0107,0.7894,0.4709,-1.9559,-1.6136,-0.9643,0.0683,0.4892,0.1268,0.2177,1.3272,1.4863,-1.8921,-0.1717,-0.7197,1.2997,1.1946,-2.4691,-0.4876,0.5525,0.9661,1.4482,0.6341
196906,-7.18,-5.5,-1.09,4.27,-1.53,0.51,-14.6433,-12.9202,-13.4579,-12.5925,-12.2861,-12.1776,-11.0698,-9.1469,-10.0546,-10.9428,-10.4639,-9.4864,-11.1956,-9.8437,-9.0532,-7.0806,-8.8078,-7.2027,-8.5142,-8.4162,-1.5913,-6.822,-7.4524,-6.6619,-8.4542
196907,-7,-3.38,1.42,1.33,1.97,0.53,-13.0112,-11.4923,-10.9494,-10.3476,-7.9059,-10.7577,-10.0067,-8.4613,-6.5446,-8.3724,-10.1667,-10.2235,-6.3682,-6.0668,-7.759,-6.6259,-8.1243,-7.0042,-5.593,-8.0218,-4.0686,-5.9718,-6.3733,-8.1581,-5.6221
196908,4.68,0.72,-3.87,1.16,-4.08,0.5,5.1291,4.8422,5.046,3.212,2.7246,7.15,6.8276,4.1137,3.2749,2.6711,9.7387,8.6584,6.9894,2.5204,5.7506,9.9212,5.4307,4.5749,3.4633,2.8016,7.0342,4.7007,3.8089,4.4301,1.9329
196909,-2.98,1.3,-3.19,3.35,-0.83,0.62,-2.9798,-5.0279,-5.0658,-2.2643,-3.4794,1.6381,-1.0377,-1.821,-0.8409,-1.4154,0.308,0.0786,-1.6725,-2.1209,-3.5914,0.5861,-1.4474,-2.3818,-3.2435,-3.4427,-0.4799,-2.2752,-2.4328,-5.6853,-4.5823
196910,5.06,3.89,-3.19,0.04,-2.03,0.6,14.1186,12.4213,9.2518,7.9577,6.3916,11.2421,8.5797,6.6762,6.1162,6.9707,8.7864,6.934,7.2505,8.7271,7.0079,8.9522,7.2761,8.2929,6.2379,5.3617,5.9601,5.1747,4.5128,2.2019,3.7667
196911,-3.79,-2.41,-1.12,1.5,0.32,0.52,-8.4435,-7.2131,-6.2001,-5.9873,-7.3597,-3.4938,-5.5421,-3.3531,-5.2777,-5.3212,-4.6659,-4.589,-6.5034,-3.6143,-5.6919,-2.1263,-3.8649,-3.2492,-5.2749,-5.9771,-1.4025,-3.697,-3.7597,-4.5154,-1.9489
196912,-2.63,-3.69,-3.02,2.41,-2.04,0.64,-8.2171,-7.39,-5.9485,-8.272,-8.5302,-4.1432,-6.2187,-7.2926,-6.0291,-6.0323,-2.9038,-1.7471,-4.2232,-4.6484,-5.0575,0.4296,-4.2853,-1.915,-1.9081,-4.0928,0.977,-1.4689,-1.4903,-1.805,-5.2323
197001,-8.1,3.08,3.04,-1.77,3.92,0.6,-4.7848,-3.4122,-3.8976,-2.4807,0.1067,-6.9194,-6.9281,-1.7945,-3.8827,-1.7957,-9.699,-6.1508,-7.881,-3.952,-3.5088,-7.9422,-11.387,-7.713,-6.1442,-5.8915,-8.4892,-6.8116,-8.2065,-9.6678,-4.2748
197002,5.13,-2.56,4.04,-2.21,3.06,0.62,2.2377,3.431,4.1602,3.119,4.1837,2.7196,2.5239,2.4885,8.433,7.0575,3.8189,2.202,5.7334,5.5239,7.5044,4.2972,4.892,6.4879,8.9545,6.9221,3.5393,5.1141,9.0932,6.8986,8.1662
197003,-1.06,-2.4,4.25,-0.96,4.43,0.57,-6.519,-5.2447,-2.5889,0.3368,-1.3183,-5.875,-2.2697,-0.1566,-0.1572,0.6892,-3.8995,-0.5679,-1.2098,1.5576,1.1189,-4.1747,0.177,1.5355,0.6978,2.2327,-2.4577,-0.1725,2.8517,0.6363,1.6308
197004,-11,-6.29,6.39,-0.65,5.88,0.5,-24.1377,-18.8457,-15.1103,-12.8566,-11.9526,-22.1697,-17.0233,-14.7365,-11.0724,-11.1614,-20.2977,-14.2844,-13.3038,-8.9397,-10.9012,-15.7085,-14.916,-9.7354,-9.7936,-9.362,-10.5209,-8.2743,-8.9741,-6.991,-7.9814
197005,-6.92,-4.41,3.6,-1.28,3.62,0.53,-10.2007,-10.1552,-9.1963,-8.0972,-10.4477,-13.0001,-8.2296,-11.2348,-8.1805,-8.16,-11.0971,-10.8065,-12.8587,-6.6485,-7.7774,-11.005,-9.6814,-7.7058,-7.1513,-8.272,-8.0959,-6.0817,-5.0606,-0.0469,-4.022
