,Mkt-RF,SMB,HML,RMW,CMA,RF,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
201601,-5.77,-3.45,2.1,2.66,3,0.01,-12.8849,-14.7558,-9.4195,-6.5851,-7.3287,-16.9906,-7.0827,-8.3714,-7.0922,-8.6654,-12.3593,-6.1669,-7.3067,-6.3918,-7.5965,-10.3984,-6.6574,-6.5512,-5.9722,-7.8551,-5.8407,-3.3414,-5.016,-3.3633,-12.0677
201602,-0.07,0.95,-0.48,3.23,2.1,0.02,-2.6636,0.5853,-0.3978,-0.914,0.0756,-1.5495,0.0886,2.4666,0.8754,0.535,-0.0091,1.1756,2.5879,1.4368,2.0326,0.7902,1.5181,0.6811,1.1074,-2.6138,-0.1403,-0.1017,1.7104,0.3457,-6.0455
201603,6.96,1.09,1.12,0.93,-0.06,0.02,4.2654,8.5713,6.6675,7.0137,6.5938,9.14,7.6228,7.5731,7.4154,8.9662,5.6703,7.6265,8.1846,9.4664,11.8393,8.2863,7.2315,9.7272,8.4652,9.9266,6.549,6.4027,6.15,7.5047,7.6326
201604,0.92,1.16,3.26,-2.86,1.96,0.01,2.1361,3.5877,2.0571,1.7366,5.9406,5.1568,-0.3854,-0.3538,3.3904,2.9424,0.7089,-0.3241,1.2382,3.7777,4.7262,1.7968,0.4569,2.5752,0.853,5.4193,-0.7461,-1.0365,3.6215,1.5604,7.1344
201605,1.78,-0.69,-1.81,-1.02,-2.6,0.01,0.6992,2.2654,1.4428,-0.9716,-1.2024,3.9341,2.2326,0.9392,1.89,1.1497,3.4225,1.6389,0.6439,0.0602,0.7463,3.2029,2.0429,4.4355,2.2281,2.1643,1.8252,2.0721,2.6742,-0.3115,1.4928
201606,-0.05,0.48,-1.49,1.18,1.92,0.02,-4.1508,-1.5925,-0.2257,0.3058,1.342,0.3425,0.7129,-1.12,-1.3134,-0.2266,0.9979,-2.0332,-0.183,-0.2371,-2.0887,-0.9627,-1.4336,-0.9564,0.3815,-4.4809,-0.1874,0.3198,1.4269,2.2242,-6.5511
201607,3.95,2.69,-1.13,1.46,-1.27,0.02,4.7922,6.0645,6.8196,4.8145,5.9945,8.4956,6.6186,6.211,4.5172,6.6693,7.2809,4.7428,5.9179,4.3761,6.52,5.2782,4.2055,3.2204,1.8762,6.7109,5.0614,3.4076,1.9329,1.2982,4.6901
201608,0.5,1.67,3.31,-1.54,-0.36,0.02,2.577,3.5901,3.9392,4.514,2.9876,0.0892,2.7788,2.1713,3.3388,3.217,-0.9747,2.3291,3.6326,2.4298,1.32,1.3513,0.8258,1.9313,-0.3411,5.0051,-0.6867,-0.39,0.5818,1.8226,4.3659
201609,0.25,1.71,-1.48,-2.4,-0.03,0.02,11.2107,3.1641,4.0903,2.7748,1.7605,5.618,2.1015,1.2071,-0.4524,2.2046,-0.2538,-0.0361,0.552,1.0979,1.662,-0.0835,-0.2848,0.6807,0.2501,-0.1574,0.4768,0.1776,1.2128,-2.4157,0.7069
201610,-2.02,-4,4.18,1.14,0.2,0.02,-10.4611,-9.3904,-6.5836,-3.2625,-3.4174,-9.9923,-7.0709,-5.5388,-2.5243,-4.9296,-5.1813,-4.9441,-2.6583,-2.6294,-4.1182,-3.366,-1.8128,-1.025,-1.9153,-0.4185,-2.4138,-2.0011,-1.3714,0.1245,1.7272
201611,4.86,6.93,8.27,0.08,3.67,0.01,7.6992,9.2773,13.3152,13.4649,13.2225,9.74,10.517,12.4495,16.2541,13.6784,5.5706,8.3739,10.3084,13.7601,17.3923,3.8411,6.6545,7.0982,8.3613,15.5378,0.8745,3.85,4.5847,7.4547,13.6418
201612,1.82,0.37,3.6,1.06,-0.26,0.03,1.5871,3.6045,2.3392,8.0002,4.5524,-3.2451,1.5544,2.549,4.9759,3.6733,0.4754,1.8506,2.2286,2.2324,1.2315,-0.3507,0.3895,1.1601,1.3041,1.9709,1.313,1.3539,1.5774,5.1137,3.3498
201701,1.94,-1.31,-2.78,-0.16,-0.99,0.04,1.6137,-3.8053,-0.141,-1.7082,-0.1503,2.9097,1.8572,-0.4575,-2.3095,0.8438,2.4122,1.354,1.4163,0.1809,0.7299,3.4825,3.6036,1.7459,1.2295,2.1049,3.5015,2.2936,-0.6181,0.8203,-0.0227
201702,3.57,-2.12,-1.8,0.84,-1.75,0.04,2.3852,1.496,2.3353,0.7101,-1.8591,5.768,0.539,1.3995,1.3473,1.4121,4.3613,2.2823,0.6196,1.0788,0.3294,3.9129,2.6863,2.9578,1.6108,3.3707,4.8467,3.2289,2.5466,3.5965,4.1598
201703,0.17,0.73,-3.18,0.53,-1,0.03,1.967,3.1973,2.0339,0.8023,0.3065,3.7403,0.4144,-0.5319,-0.8292,-1.6855,1.5767,-0.3487,0.3716,-0.7582,-2.3003,0.3066,0.128,0.2883,-0.1567,-3.3647,1.5593,0.3175,-0.5126,-1.6274,-2.9856
201704,1.09,0.48,-1.9,1.83,-1.55,0.05,3.6625,0.5381,1.1354,1.952,0.2025,3.9389,0.8401,1.799,1.2472,0.7808,1.6798,1.4959,0.96,-0.0065,-2.7515,1.7657,1.4657,0.2075,-0.1498,-0.8416,1.8387,1.9348,1.1204,-0.7997,-0.7162
201705,1.06,-3.1,-3.78,1.16,-1.84,0.06,-1.7405,-2.2912,-2.3099,-2.6422,-2.988,0.149,-1.2384,-1.5894,-4.6618,-4.2069,2.0829,-1.1475,-2.3122,-2.3044,-4.1939,1.9256,-0.5628,0.1808,-0.1324,-3.1628,2.9081,2.1824,1.0371,-1.33,-1.4062
201706,0.78,2.49,1.32,-2.04,-0.06,0.06,8.8905,8.7889,4.5178,4.0319,4.334,6.2135,3.0445,3.4984,2.6618,3.8045,2.4765,2.234,2.4766,2.3109,3.3135,1.6056,1.5361,1.5683,2.1244,4.3857,-0.5441,0.3274,-0.5252,3.1081,3.6209
201707,1.87,-1.57,-0.28,-0.69,-0.15,0.07,-0.7572,-2.549,-0.859,-0.8068,-0.233,-0.5035,1.1562,0.9241,1.6219,1.6614,0.7792,0.7086,1.5067,0.2542,2.4258,1.7042,1.5184,1.1172,2.4164,2.4783,2.5522,2.0729,1.594,2.4236,2.2726
201708,0.16,-1.88,-2.24,0.3,-2.44,0.09,-0.2664,-0.2897,-1.9541,-1.7237,-2.0302,-0.4249,-1.2061,-1.9505,-3.2469,-3.6686,0.6738,-2.0752,-1.8331,-1.0331,-3.039,0.9058,-0.3204,-0.0199,-1.9252,-2.0465,2.1594,0.0917,-0.3663,-0.3806,-1.6784
201709,2.51,4.84,3.03,-1.26,1.64,0.09,7.5062,5.5258,10.3395,9.2873,9.2924,5.4749,7.059,8.9689,9.2709,7.0111,2.2819,4.8511,7.0586,6.5675,5.2973,2.7161,3.7755,4.339,4.1084,5.1391,1.0023,1.3968,3.2664,2.9686,5.174
201710,2.25,-1.95,-0.06,0.93,-3.34,0.09,-3.2473,-2.8459,2.5758,0.2185,0.828,0.2826,1.4771,0.4954,-0.1947,0.295,2.7526,1.501,1.3798,0.7463,3.2173,2.5823,3.4211,2.2493,-1.0867,2.1527,4.1366,1.2418,2.9407,-0.1737,4.2293
201711,3.12,-0.39,-0.05,3.23,0,0.08,1.9779,4.1575,2.9749,2.016,4.1198,1.8839,3.5504,2.9815,2.2765,0.667,3.5615,3.8699,3.4204,3.1949,3.7661,4.5683,4.9908,4.4001,3.1305,4.4902,3.1302,2.5532,4.458,3.373,2.4026
201712,1.06,-1.01,0.14,0.73,1.65,0.09,1.4893,0.5385,-0.5332,-1.6808,0.2693,-0.188,2.2012,-1.2661,-0.272,0.5326,1.0924,-0.2311,0.4031,-1.4309,0.6235,0.3493,0.9458,0.3568,1.4488,3.1547,1.0827,1.1134,1.4728,1.6963,1.1679
201801,5.58,-3.16,-1.37,-0.58,-0.89,0.11,2.645,2.4729,3.3091,2.85,0.473,3.6563,1.9168,2.9051,2.3803,1.8749,5.1854,3.8209,3.5846,3.301,2.4024,5.4447,5.3723,4.8497,3.1963,2.1679,7.9504,5.1919,5.8026,3.7749,5.6205
201802,-3.65,0.36,-1.19,0.53,-2.25,0.11,-2.243,-1.8026,-3.926,-3.4264,-3.79,-3.6137,-2.4104,-3.5692,-3.7711,-4.628,-2.5888,-4.1008,-4.9673,-4.3906,-4.4962,-3.1054,-4.8412,-3.3456,-4.6721,-4.9567,-1.3956,-4.8061,-5.3016,-5.5372,-2.0111
201803,-2.35,3.52,-0.11,-0.45,0,0.12,2.4716,-1.2414,0.6789,2.7848,2.2999,1.5081,0.685,0.9051,1.7101,0.4382,1.7976,1.0495,-1.0355,1.5862,0.6922,-0.2493,0.1043,-0.0232,1.1371,-0.2584,-2.8169,-3.7983,-1.6522,-1.619,-4.4478
201804,0.29,0.98,0.53,-2.17,1.2,0.14,-0.2669,5.0031,0.4406,0.844,1.4149,1.1234,0.3691,1.2236,0.7362,4.9345,-0.4345,0.4898,-1.6896,0.9049,0.6808,-0.2471,-0.5878,-0.7712,0.6335,1.2673,0.3109,0.8407,1.3788,0.1924,-0.0329
201805,2.65,4.74,-3.16,-1.82,-1.39,0.14,13.6878,8.9457,7.4584,6.3426,6.3807,8.776,6.5853,7.5641,7.2413,3.7275,6.3504,4.8842,4.4645,5.3097,5.3578,4.346,3.9983,2.9061,1.6627,1.7777,4.4002,2.3776,1.0946,0.3616,-1.4927
201806,0.48,0.83,-2.39,0.73,0.33,0.14,3.7858,3.2944,0.1726,1.3058,1.7092,0.895,4.6415,-0.0511,-0.7732,0.8554,-0.3407,1.1613,-0.0322,0.1449,-1.5382,1.3638,2.0478,-0.6733,-1.0228,-0.3254,1.0403,1.1004,0.0272,0.3933,-2.3958
201807,3.19,-1.9,0.39,1.69,0.54,0.16,-0.7589,-1.0668,1.1383,-0.3543,0.2359,1.184,4.2364,3.4343,0.7309,2.8082,1.2522,2.7366,2.1716,2.3172,-0.1403,2.443,3.1625,2.4578,1.0966,2.9961,2.8768,5.2539,3.2694,3.794,5.0951
201808,3.44,0.74,-4.12,-0.34,-2.6,0.16,4.3491,8.2067,2.8036,1.7347,2.9505,7.4288,4.9428,3.7712,2.5253,2.8266,6.532,5.2224,2.395,2.6479,4.2534,8.1421,3.3146,-0.9985,0.8692,-0.9269,6.0054,2.0061,2.5328,0.3017,1.1514
201809,0.06,-2.51,-1.35,0.75,1.22,0.15,-3.6729,-0.9405,-4.1412,-3.2278,-2.4516,-1.1769,-1.6155,-3.1616,-3.4947,-1.3896,-2.0511,-0.7396,-2.2961,-4.3383,-2.2714,-0.5084,0.5112,-1.852,-0.1178,-0.2573,1.1161,1.1418,-0.3231,-1.0294,-1.6261
